GENDER,BUSINESS_TYPE,EXT3,REGION_RATING,UNACCOMPANIED,EXT2,INCOME_TYPE,Target,ID
0,0,0.5726825047161584,1,1,0.6075618184170141,0,0,100138
1,1,0.0963186927645401,2,0,0.6014083651352106,1,0,100139
1,1,0.5352762504724826,2,1,0.7158609528990171,0,0,100140
0,0,0.3092753558842053,2,0,0.0648582778736916,0,0,100142
0,0,0.6832688314232291,2,1,0.6781247611812603,0,0,100143
1,0,0.5352762504724826,2,1,0.6116366959675879,1,0,100144
1,0,0.7394117535524816,2,0,0.7464864055627681,1,0,100145
0,0,0.7557400501752248,2,1,0.2823264042190451,0,0,100146
1,1,0.7380196196295241,2,1,0.4109070009841619,1,0,100147
1,0,0.2115507642052577,2,0,0.6605593694772599,0,0,100148
0,0,0.0920128093981064,2,0,0.1644631394414229,1,0,100149
0,1,0.7295666907060153,2,1,0.6952191372191353,0,0,100151
1,0,0.7490217048463391,2,1,0.1654420733377721,1,0,100152
0,0,0.3539876078507373,2,0,0.6680204349150283,1,0,100153
0,0,0.7380196196295241,2,0,0.4949615763457107,1,0,100154
0,0,0.5656079814115492,2,1,0.2820783472350259,1,0,100155
1,0,0.746300213050371,3,0,0.5978227034457954,0,0,100156
0,1,0.6690566947824041,2,1,0.147684817245518,1,0,100157
0,0,0.5352762504724826,2,1,0.6837025341222017,0,0,100158
1,0,0.7898803468924867,2,1,0.5712502464772474,0,0,100159
0,1,0.2896112383820055,2,1,0.6319612327366237,1,1,100160
1,0,0.3170317785834444,2,0,0.2653117484731741,0,0,100161
1,0,0.2327247762679433,3,0,0.5982432424547262,0,0,100162
1,0,0.0950703958413326,3,1,0.3909932576851988,1,0,100163
1,0,0.3280631605201915,3,1,0.6220298665860468,0,0,100164
1,0,0.8128226070575616,2,0,0.6466885821859959,0,0,100165
1,0,0.1566398270314114,2,1,0.5248175794365513,1,0,100166
1,0,0.1614630800057724,2,1,0.5513078693516321,0,0,100167
1,0,0.4525335592581747,2,1,0.6363951652298555,1,0,100173
1,0,0.5656079814115492,1,0,0.7047931325938472,1,0,100174
1,0,0.3296550543128238,2,1,0.7636485619996934,1,0,100175
1,0,0.816092360478441,2,1,0.5852908069048889,1,0,100176
0,0,0.5954562029091491,2,0,0.6036550365741279,1,0,100177
1,0,0.4170996682522097,2,1,0.7651254360605889,1,0,100178
1,0,0.6738300778602003,2,1,0.6161564242321512,0,0,100179
1,0,0.6754132910917112,3,1,0.5098519541101603,0,0,100180
1,1,0.4436153084085652,2,1,0.182171374180396,1,1,100181
1,0,0.4206109640437848,3,1,0.7518692268821991,1,0,100182
1,0,0.7958031328748403,2,1,0.60043294901342,0,0,100183
0,0,0.7713615919194317,3,1,0.557347622511613,0,0,100185
1,0,0.5190973382084597,2,1,0.6413041903506802,0,0,100186
1,0,0.5460231970049609,2,1,0.7024628947445616,1,0,100188
1,0,0.5352762504724826,3,1,0.0102716488262289,1,0,100189
0,0,0.7886807751817684,2,1,0.5858586300023704,0,0,100190
1,0,0.5226973172821112,2,1,0.6887921778530354,1,0,100191
1,0,0.5136937663039473,2,1,0.0862529149111319,0,1,100192
1,0,0.5082869913916046,3,1,0.7488544429116339,0,0,100193
1,0,0.1929422277169508,3,1,0.1117667170159572,1,0,100194
0,0,0.7490217048463391,2,1,0.5477730476270279,0,0,100195
1,0,0.3031463744186309,3,1,0.593340422792271,1,0,100196
1,0,0.5352762504724826,2,1,0.4722858229404335,1,0,100197
0,0,0.6397075677637197,2,1,0.7489161279000881,1,0,100198
1,0,0.2764406945454034,2,1,0.7044244680571375,1,0,100199
1,1,0.6940926425266661,2,1,0.640040616163284,1,0,100200
1,0,0.3506958432829587,2,1,0.6015603738443187,0,0,100201
1,0,0.2692857999073816,2,1,0.1219059405425988,0,0,100202
1,0,0.5442347412142162,2,0,0.6405140556837132,0,0,100203
1,0,0.5406544504453575,2,1,0.1715351212035425,0,0,100204
1,0,0.5495965024956946,3,1,0.0462155273798622,1,0,100205
0,1,0.5352762504724826,2,1,0.1642589058565359,0,0,100206
1,0,0.5937175866150576,2,0,0.6717825437089173,1,0,100207
0,0,0.7062051096536562,2,0,0.6344549499357989,0,0,100208
0,0,0.5064842396679806,2,1,0.3721102589242765,0,1,100209
1,0,0.7449321846094795,2,1,0.6219784526230758,1,0,100210
0,0,0.3077366963789207,2,1,0.5750860506591902,0,0,100211
1,0,0.5814837058057234,2,1,0.4953660887502677,1,0,100213
1,1,0.5352762504724826,1,1,0.5002314931327102,0,1,100214
1,0,0.6413682574954046,2,1,0.2653117484731741,0,0,100215
1,1,0.5352762504724826,3,1,0.7094531689636673,1,0,100216
1,0,0.4276573700350293,2,0,0.3914359469034673,1,0,100217
0,1,0.3376727217405312,1,1,0.7494092451416423,0,0,100218
0,1,0.5352762504724826,1,1,0.6933579251678945,0,0,100219
1,0,0.6075573001388961,2,1,0.6263387445759298,0,0,100220
1,0,0.7366226976503176,2,1,0.5924589685675292,0,0,100221
1,1,0.3441550073724169,2,1,0.5986321123746743,0,0,100224
0,0,0.6347055309763198,2,1,0.7221783702089665,0,0,100225
1,0,0.5352762504724826,2,1,0.6365722494978974,1,0,100226
0,0,0.2970866116472028,2,1,0.6348960636020012,1,0,100227
1,0,0.4258928980051529,2,1,0.4088706121454352,0,0,100228
1,0,0.7597121819739279,2,0,0.6410123825293345,1,0,100229
1,0,0.180887977767074,2,0,0.3715433102138179,1,0,100230
0,0,0.8327850252992314,2,0,0.4973012633185316,0,0,100231
1,0,0.6092756673894402,2,1,0.2015836822864006,1,0,100233
1,0,0.7165702448010511,3,1,0.5839260467408239,1,0,100234
1,0,0.2188590822283744,2,1,0.505288174383516,1,0,100235
0,0,0.5352762504724826,2,1,0.4306182973609284,1,0,100236
1,0,0.2176285202779586,2,1,0.5470362331184999,1,0,100237
0,1,0.6545292802242897,2,0,0.6456336382884252,0,0,100238
1,1,0.1309471529360181,2,1,0.7573276838423868,1,0,100239
0,0,0.1214082861631216,3,1,0.628531689899611,1,0,100240
0,1,0.3807996826489149,2,1,0.7183142380543178,1,0,100242
0,1,0.4543210601605785,2,1,0.3940749254999855,1,0,100243
0,0,0.7421816117614419,2,1,0.1035702527837697,1,0,100244
1,0,0.2431864804420123,2,1,0.044020822931951,1,1,100246
1,0,0.1963339662134567,2,1,0.6577836105245277,1,0,100247
1,0,0.4561097392782771,3,1,0.2234945061552079,0,0,100248
1,0,0.5190973382084597,3,1,0.0934453265892372,1,0,100249
1,1,0.6212263380626669,2,1,0.2954329912505275,1,0,100250
0,0,0.5352762504724826,2,1,0.5810223448295264,1,0,100251
1,0,0.5352762504724826,2,1,0.6709671766393199,1,0,100252
0,1,0.511891801533151,1,1,0.7504426912158406,0,0,100254
0,1,0.4206109640437848,1,1,0.6118859962683346,1,0,100255
1,0,0.7309873696832169,2,1,0.5187008727721591,0,0,100257
1,0,0.5352762504724826,2,1,0.2338648947760501,1,0,100258
0,0,0.3791004853998145,3,1,0.3791620413147299,0,0,100259
0,0,0.4776491548517548,1,1,0.7057703891585944,1,0,100260
1,0,0.5424451438613613,2,1,0.5080921823639696,0,0,100261
0,0,0.520897599048938,2,0,0.6904584635520693,1,0,100262
1,0,0.2707073872651806,2,0,0.2353137627595652,0,0,100263
1,0,0.6956219298394389,3,1,0.3051502285076308,0,0,100264
1,0,0.3944954053123993,2,1,0.5777182931688097,0,0,100265
1,1,0.7136313997323308,1,1,0.6958165307388609,0,0,100266
0,1,0.6313545365850379,2,1,0.6815374524920329,0,0,100267
1,1,0.2250868621163805,2,1,0.6466885821859959,1,0,100268
0,1,0.4489622731076524,2,1,0.2858978721410488,0,0,100269
1,0,0.7503751495159068,1,1,0.7140560925710472,0,0,100270
1,0,0.1830351672178103,2,0,0.1952575702271164,1,0,100272
1,0,0.5352762504724826,2,1,0.1263320626915722,1,1,100273
0,0,0.8004513396487078,2,0,0.6984528683753916,1,0,100274
1,0,0.7209441499436497,2,1,0.7319070919171349,0,0,100275
1,0,0.5352762504724826,2,0,0.2168492990482221,1,0,100276
0,0,0.5352762504724826,2,1,0.5745141843911776,0,0,100277
0,0,0.5280927512030451,1,1,0.4586845685086158,0,0,100279
1,0,0.622922000268356,2,1,0.6609074073182916,0,0,100281
1,0,0.5352762504724826,2,1,0.5232303868528839,0,1,100282
1,0,0.8327850252992314,2,1,0.6535724567257833,0,0,100283
0,1,0.7583930617144343,2,1,0.3282689967736757,1,0,100284
1,0,0.5352762504724826,2,0,0.4354125753011015,1,0,100285
0,1,0.5352762504724826,2,0,0.7109249275557172,1,1,100286
1,0,0.5352762504724826,2,0,0.6555304997519134,0,0,100287
1,0,0.5352762504724826,2,1,0.5971811044818364,1,0,100288
0,0,0.6971469077844458,2,1,0.6587035208707981,1,0,100289
0,1,0.237916079507114,2,1,0.2587283392986726,1,0,100290
1,0,0.3312508645909018,2,1,0.18241258581846,1,0,100291
1,0,0.5495965024956946,2,1,0.0654523265728891,0,0,100292
1,0,0.6127042441012546,2,0,0.495546481404605,1,0,100293
1,0,0.5460231970049609,2,1,0.4413832573630213,0,0,100294
0,1,0.4632753280912678,1,1,0.3023938171668298,0,1,100295
0,1,0.5352762504724826,1,1,0.7117915010199288,0,0,100296
0,0,0.5352762504724826,2,0,0.6126231664059472,1,0,100297
1,0,0.5352762504724826,3,1,0.4923105677275208,1,0,100298
1,0,0.5884877883422673,2,1,0.7047612832459343,0,0,100299
0,0,0.3154721549257734,2,0,0.474891701732854,0,1,100300
0,1,0.2009260877159709,2,1,0.2532889043013798,1,1,100301
1,0,0.0516817674367294,2,1,0.4794306372473876,1,0,100302
1,0,0.4101025731788671,2,1,0.2824903715892518,0,0,100303
1,1,0.7958031328748403,2,1,0.6549426491435624,1,0,100304
0,1,0.5352762504724826,3,0,0.4342249243207465,1,0,100305
0,0,0.4489622731076524,2,1,0.6803211845067775,0,0,100307
0,1,0.4974688893052743,2,1,0.7284562016754909,1,0,100308
1,0,0.5352762504724826,3,1,0.3341688139258219,0,0,100309
0,1,0.4382813743111921,3,1,0.1601580935334256,1,0,100310
1,0,0.6642482627052363,2,1,0.7078413458879441,0,0,100313
0,0,0.7700870700124128,2,1,0.7807633668999076,1,0,100314
1,0,0.4956658291397297,3,1,0.5922952796456947,1,0,100315
1,0,0.6894791426446275,3,0,0.5759247800821108,1,0,100316
1,0,0.5779691187553125,2,1,0.7081668419696704,1,0,100317
1,0,0.5352762504724826,3,1,0.5334148717361978,1,0,100318
1,1,0.4956658291397297,2,1,0.5652898364253501,0,0,100319
0,0,0.5352762504724826,2,0,0.6104465234371922,1,0,100320
0,1,0.2103502286944494,2,1,0.6336075825314255,0,0,100321
0,1,0.6380435278721609,2,0,0.7317096673610596,1,0,100322
0,1,0.5352762504724826,2,1,0.6636951890911267,0,0,100323
1,0,0.5352762504724826,3,1,0.659140920402117,0,0,100324
1,0,0.5495965024956946,2,1,0.5884083428119181,0,0,100325
0,0,0.5352762504724826,3,1,0.0634547973481448,0,1,100326
0,1,0.5352762504724826,3,0,0.3952451550026659,1,0,100327
1,0,0.7352209993926424,2,1,0.6923108327651505,0,0,100328
1,1,0.6296742509538716,3,1,0.0813107269975509,1,0,100329
1,0,0.3312508645909018,2,0,0.1198425132882416,0,0,100332
1,0,0.3092753558842053,1,0,0.5885936894845518,0,0,100333
0,0,0.5352762504724826,2,1,0.7036316193086658,1,0,100334
1,0,0.7352209993926424,2,1,0.703772964069933,0,0,100335
1,0,0.2608559142068693,2,1,0.6290421096825476,0,1,100336
1,1,0.5352762504724826,1,1,0.7121861090565618,0,0,100337
1,0,0.470456116119975,2,0,0.7548313411309313,1,0,100338
0,1,0.7789040389824382,2,1,0.7666154651803404,0,0,100339
1,0,0.5352762504724826,1,1,0.2619665407674808,0,0,100340
0,0,0.3154721549257734,2,1,0.6473727821815991,1,0,100341
0,1,0.1735274304649146,2,1,0.031275077373225,1,0,100342
0,1,0.5370699579791587,2,1,0.5819802398826008,1,0,100343
0,1,0.4794489811780563,1,0,0.6428972186219171,0,0,100344
1,0,0.5352762504724826,2,1,0.5215499611050477,1,0,100345
1,0,0.5172965813614878,2,1,0.6177377757065927,0,0,100346
1,0,0.7136313997323308,2,1,0.5313407216958058,0,0,100347
1,1,0.6722428897082422,1,1,0.5986583828980028,1,0,100348
1,0,0.2970866116472028,2,1,0.6727124369201232,0,0,100349
1,0,0.6006575372857061,3,1,0.501308468594292,0,0,100350
1,0,0.4561097392782771,2,1,0.6664424519552968,0,0,100351
1,0,0.5352762504724826,2,1,0.1671032782815753,1,0,100353
1,1,0.5352762504724826,3,1,0.0420101655775344,0,0,100354
0,0,0.5352762504724826,2,1,0.1842197251959363,1,0,100355
1,1,0.5442347412142162,3,1,0.5619552546028269,1,0,100356
1,1,0.3791004853998145,1,1,0.7651057865385212,0,0,100357
0,1,0.7992967832109371,2,1,0.5738405161746867,1,0,100359
1,0,0.5352762504724826,2,1,0.7561078884474521,0,0,100360
0,0,0.7862666146611379,2,1,0.4339187290167497,1,0,100361
1,0,0.6058362647264226,2,1,0.6402018177118465,0,0,100362
1,0,0.5406544504453575,2,1,0.462204930913421,0,0,100363
1,0,0.7209441499436497,2,0,0.3317501680295368,1,0,100364
1,0,0.2636468134452008,2,1,0.6699670681732066,0,0,100365
0,1,0.511891801533151,2,1,0.7659810473713963,0,0,100366
1,1,0.4311917977993083,2,0,0.6895650848141843,1,0,100368
1,0,0.7713615919194317,3,1,0.2714429768279456,0,0,100369
1,0,0.5954562029091491,2,0,0.1760406256233073,0,0,100370
1,0,0.524496446363472,1,1,0.6156753285811992,0,0,100371
1,0,0.4650692149562261,2,1,0.6737371194166208,0,0,100372
1,0,0.3062022983135042,2,1,0.6257090346027011,0,0,100373
1,0,0.5442347412142162,2,1,0.4864418401140338,1,0,100374
0,0,0.3774042489507649,3,1,0.2916239092557009,0,0,100375
0,0,0.4614823912998385,2,1,0.4459873293894053,1,0,100376
0,1,0.5352762504724826,2,1,0.5652844627383997,1,0,100377
1,0,0.7062051096536562,2,1,0.5289658285087285,1,0,100378
0,0,0.5352762504724826,2,0,0.5600864986413236,1,0,100379
1,1,0.5352762504724826,1,0,0.5989368155736363,1,0,100380
1,1,0.5352762504724826,3,1,0.7311297378418329,0,0,100381
0,1,0.4258928980051529,2,0,0.3248209867959093,1,0,100383
0,0,0.5513812618027899,3,1,0.514818296761671,0,0,100387
1,0,0.6722428897082422,2,1,0.3437917862373299,1,0,100388
0,0,0.7394117535524816,2,1,0.748204082783147,1,0,100389
1,0,0.6577838002083306,2,0,0.7332137713837072,0,0,100390
1,0,0.8327850252992314,2,0,0.4581525181168522,1,0,100391
0,1,0.7295666907060153,3,0,0.2626562696709219,1,0,100392
0,0,0.6925590674998008,2,1,0.6823200671179018,1,0,100393
0,0,0.5352762504724826,2,1,0.6574635771143577,0,0,100394
0,0,0.7407990879702335,1,1,0.7756150234556971,0,0,100395
0,0,0.1153866620073356,2,0,0.2939875845022613,0,1,100396
1,0,0.7194907850918436,2,1,0.7909698130306837,0,0,100397
1,0,0.5352762504724826,2,1,0.5454535565974076,1,0,100398
1,0,0.8027454758994178,3,1,0.4422946612453707,0,0,100400
1,0,0.5352762504724826,2,1,0.6225746857008014,0,1,100401
1,0,0.5352762504724826,2,1,0.5652844627383997,0,0,100402
0,1,0.4866531565147181,2,1,0.3241738848541972,1,0,100403
0,0,0.5352762504724826,2,1,0.381816634240153,1,0,100405
1,0,0.7136313997323308,2,1,0.1607413388003202,0,0,100406
1,0,0.4956658291397297,2,0,0.540298243263855,1,0,100407
1,1,0.5352762504724826,2,1,0.4352513119138168,0,0,100408
0,0,0.3409064264152384,2,1,0.5180129725133938,0,0,100409
1,1,0.5352762504724826,1,1,0.7763107082812815,1,0,100410
0,0,0.2238313174701554,2,1,0.6097806994342824,1,0,100411
1,0,0.5352762504724826,2,1,0.6334349631106121,1,0,100412
0,0,0.5352762504724826,2,0,0.6513361147619012,0,0,100413
1,0,0.6512602186973006,2,1,0.5570077120596583,1,0,100414
1,0,0.8327850252992314,2,1,0.2338257164484567,1,0,100415
1,0,0.7121551551910698,2,0,0.3552308172290725,1,0,100417
1,0,0.4632753280912678,2,1,0.7376641513695528,1,0,100418
1,0,0.3842068130556564,2,1,0.6608289914198783,0,0,100419
1,0,0.3556387169923543,2,1,0.6104257226549659,1,0,100420
0,1,0.3893387918468769,1,1,0.6882387858634964,0,0,100421
1,0,0.7121551551910698,1,1,0.0509156034933721,1,0,100423
0,0,0.5549467685334323,2,1,0.50060870864451,1,1,100424
1,0,0.7106743858828587,2,0,0.33558617623308,1,0,100425
1,0,0.4920600938649263,2,1,0.3964846075383985,1,0,100427
1,0,0.5370699579791587,3,1,0.5612876560786817,1,0,100428
0,0,0.0902209392907684,2,1,0.2629952143123565,1,0,100429
1,0,0.5352762504724826,2,1,0.2160482176858288,1,0,100430
1,1,0.0005272652387098,2,1,0.4141927781705488,1,0,100431
1,0,0.7338145369642702,3,1,0.6992168588466124,1,0,100432
1,0,0.7850520263728172,2,1,0.1995430892462679,1,0,100433
1,0,0.3876253444214701,1,1,0.712768463231494,0,0,100434
1,0,0.6801388218428291,2,1,0.6618868600420863,0,0,100435
1,1,0.6577838002083306,2,1,0.7318727638257434,0,0,100436
1,0,0.6363761710860439,2,1,0.7307512832888281,0,0,100437
0,0,0.0651096140026964,2,1,0.4822091852232648,1,1,100439
1,0,0.7850520263728172,2,0,0.0966100367748805,0,0,100440
1,0,0.6690566947824041,2,1,0.6043820469316155,0,0,100441
1,0,0.5352762504724826,2,0,0.7725711165964728,0,0,100442
1,0,0.6512602186973006,2,1,0.4279341883428694,0,0,100443
1,1,0.6658549219640212,2,1,0.5977648680611596,1,0,100448
1,0,0.4866531565147181,2,1,0.6118808031088434,1,0,100449
1,0,0.3441550073724169,2,1,0.6527550633490753,0,0,100451
0,1,0.5352762504724826,2,1,0.2665197753925157,1,1,100452
0,1,0.6817058776720116,2,1,0.6364963607704553,1,0,100453
0,0,0.5352762504724826,1,1,0.6234734733706343,0,0,100454
1,0,0.7032033049040319,2,1,0.7238600003643091,1,0,100455
0,0,0.1873887653772306,2,1,0.5487262610762287,1,0,100456
1,0,0.5352762504724826,2,1,0.6567787174204534,1,0,100457
1,0,0.6626377922738201,3,0,0.5528111893494622,0,0,100458
0,1,0.2567055724393002,1,1,0.7346357733570478,0,0,100459
1,1,0.633031641417419,2,1,0.3494573309449184,0,0,100460
1,0,0.511891801533151,2,1,0.2620553359511834,1,0,100461
0,0,0.4650692149562261,3,1,0.4907584156938881,0,0,100462
1,0,0.7001838506835805,2,1,0.6491030488561069,0,0,100463
0,0,0.7675231046555077,2,1,0.3611072890083497,1,0,100464
0,0,0.5352762504724826,2,1,0.603388176696659,1,0,100465
1,0,0.5352762504724826,2,1,0.4259653165504175,1,0,100467
1,0,0.5352762504724826,2,1,0.2430409934483329,0,0,100468
0,0,0.5352762504724826,2,1,0.4919826349257847,0,0,100469
1,0,0.6577838002083306,2,1,0.6198526719399989,0,0,100470
1,0,0.5352762504724826,2,1,0.6274333167657095,1,0,100471
0,0,0.2431864804420123,2,1,0.3658072346409718,1,1,100472
0,1,0.3740208032583212,3,1,0.5998137228666071,0,0,100473
0,0,0.5352762504724826,1,1,0.7182921142141405,0,0,100474
1,0,0.1766525794312139,1,1,0.7797660720509568,0,0,100475
0,0,0.5280927512030451,2,1,0.3660203315419941,1,0,100476
0,1,0.0790596959945767,2,0,0.6160271197421764,1,1,100477
1,1,0.6446794549585961,2,1,0.5238795035201189,1,0,100478
0,1,0.4525335592581747,2,1,0.5735838084148978,1,0,100479
0,1,0.5352762504724826,1,0,0.6642416338253251,0,0,100480
0,1,0.7751552674785404,1,0,0.6550760686563266,1,0,100481
1,0,0.6986675550534175,2,1,0.3067894273830089,0,0,100482
0,0,0.5779691187553125,2,1,0.3359812288049393,1,1,100485
1,0,0.6512602186973006,2,1,0.4487337237131814,0,0,100486
0,0,0.5352762504724826,2,0,0.3434120217612429,0,0,100487
